Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
309151,Airplane,SALT LAKE CITY INTL,< 1000 ft,A-320,2 to 10,8,Precautionary Landing,2010-11-24,No damage,2,DELTA AIR LINES,Utah,Climb,Snow,True,True,ID BY SMITHSONIAN. A/C INGESTED BIRD IN #1 ENG VIBRATION OUT OF SPECS FOR ENG. A/C RETURNED W/O INCIDENT AND EQUIPMENT CHANGED OUT. LOCATION REPTD AS 1 MILE N OF ARPT.,Medium,Overcast,Gadwall,Y,0,300,0,No
309212,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-500,2 to 10,10,Other,2010-12-25,Caused damage,2,SOUTHWEST AIRLINES,Illinois,Approach,Snow,False,False,"ATIS WARNING. FLT 44 ADVISED OF BIRDSTRIKE IN ONE ENG, POSSIBLY STARBOARD ON LDG ROLL. WHEN A/C EXITED THE RWY PILOT ADVISED OF POSSIBLE SMOKE IN ENG. NONE OBSVD BY TWR. A/C TAXIED TO GATE. LOCATION OF STRIKE REPTD AS 1/4 MILES FROM END OF RWY 4R. (DATA E",Large,Some Cloud,Canada goose,Y,0,200,0,Yes
310404,Airplane,MC CLELLAN AIRFIELD,< 1000 ft,LOCKHEED C-130,2 to 10,4,Aborted Take-off,2011-02-24,No damage,4,GOVERNMENT,California,Take-off run,Rain,False,False,STRUCK BIRDS ON T/O ROLL. ABORTED T/O. MX INSPN REVEALED NO DMG.,Small,Overcast,Unknown bird - small,N,0,0,0,No
200097,Airplane,INDIANAPOLIS INTL,< 1000 ft,B-737-300,11 to 100,97,Precautionary Landing,2000-03-11,Caused damage,2,UNITED AIRLINES,Indiana,Climb,Snow,False,False,FLT 439. HIGH VIBRATIONS IN #1 ENG. ENG DID NOT REQUIRE SHUTDOWN.  REPLACED #1 ENF FAN BLADE SET. INGESTION. BORESCOPED.,Small,Overcast,European starling,N,0,200,0,Yes
203381,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,A-319,11 to 100,59,Aborted Take-off,2000-11-19,Caused damage,2,US AIRWAYS*,South Carolina,Take-off run,Rain,True,True,"ENG VIB. PILOT ADZ LOCAL CONTROL OF BIRD STRIKE AND ATO. REPTD 1 ENG WAS LOST AND WOULD NOT BE LEAVING FOR SEVERAL DAYS UNTIL REPAIRED. FAN BLADE DMG. (DATA ENTRY NOTE: TWO REPTS SHOW ONE ENG DAMAGED, ANOTHER SHOWS 1 & 2 DAMAGED. GE REPTD ONLY #2 ENG.) HE",Medium,Overcast,Herring gull,N,0,0,0,No
216777,Airplane,BURKE LAKEFRONT,< 1000 ft,BE-400 BJET,11 to 100,96,Aborted Take-off,2002-05-08,Caused damage,2,BUSINESS,Ohio,Take-off run,Rain,True,True,"PILOT REVED ENG TO MOVE GULLS OFF THE RWY. THEY LIFTED OFF & CIRCLED BACK. FLT CREW DID NOT SEE ANY BIRDS ON OR AROUND RWY. POWER WAS APPLIED FOR T/O. AS SPEED INCREASED, F/O CALLED ""V1"". & IMMEDI. ALERTED PILOT TO BIRDS WHICH BEGAN TO HIT A/C. WHILE PILO",Medium,Overcast,Ring-billed gull,N,1901610,0,0,No
211700,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,A-319,11 to 100,47,Aborted Take-off,2002-06-26,Caused damage,2,US AIRWAYS*,North Carolina,Take-off run,Rain,False,False,REPLACED 5 SETS OF FAN BLADES. BORESCOPED. ALSO HAD TO TO REJECTED T/O INSPN.  OPS FOUND NO CARCASSES ON PVMNT.,Medium,Overcast,Unknown bird - medium,N,0,0,0,No
217504,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,CITATION II,11 to 100,15,Aborted Take-off,2002-09-22,Caused damage,2,FLIGHT OPTIONS,Alabama,Take-off run,Rain,False,False,DMG TO COMPRESSOR BLADES. ATIS WARNING.,Small,Overcast,European starling,Y,31693,0,0,No
221259,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-757-200,11 to 100,69,Engine Shut Down,2003-06-26,Caused damage,2,AMERICAN AIRLINES,Texas,Take-off run,Rain,True,False,INITIAL INSPN SHOWED 9 BENT COMPRESSOR BLADES. A/C TAKEN OUT OF SERVICE. 20-30 BIRD INGESTED. 3 CARCASSES FOUND. PREC LDG.,Small,Overcast,Rock pigeon,Y,0,0,0,Yes
233237,Airplane,LAGUARDIA NY,< 1000 ft,A-319,11 to 100,71,Aborted Take-off,2004-09-28,Caused damage,2,US AIRWAYS*,New York,Take-off run,Rain,True,False,FLOCK OF GULLS FLEW ACROSS RWY AND WERE STRUCK. POSSIBLE MULTIPLE HITS TO BOTH ENGS. A/C WAS GROUNDED UNTIL IT CAN BE EVALUATED BY MX. RWY INSPN FOUND NO CARCASSES.FAA FORM GIVEN TO CAPT. ARPT FOLLOWED UP WITH AIRLINE MX AND THERE WAS NO DMG. A/C LEFT AT,Small,Overcast,Laughing gull,N,0,0,0,No
230333,Airplane,HAYWARD EXECUTIVE ARPT,< 1000 ft,CIRRUS SR 20/22,11 to 100,51,Precautionary Landing,2004-12-08,Caused damage,1,BUSINESS,California,Take-off run,Rain,True,False,"A/C DOING TOUCH AND GO'S, HIT SEVERAL GEESE (ABOUT 30) ON T/O ROLL AT ABOUT TWY D. FLT DEPTD TO PALO ALTO, ITS HOME BASE. PAO TWR CALLED AND REPTD A/C HAD EXTENSIVE DMG TO WINGS, ENG COWLING & LDG GEAR.",Large,Overcast,Canada goose,N,0,0,0,No
230337,Airplane,METRO OAKLAND INTL,< 1000 ft,DORNIER 328,11 to 100,56,Aborted Take-off,2005-02-05,No damage,2,BUSINESS,California,Take-off run,"Fog, Rain",False,False,ATIS WARNING. NO DMG REPTD.,Small,Overcast,Western sandpiper,Y,0,0,0,No
234685,Airplane,TUPELO MUNICIPAL,< 1000 ft,BE-400 BJET,11 to 100,23,Precautionary Landing,2005-04-01,Caused damage,2,BUSINESS,Mississippi,Climb,Rain,False,False,3 BENT TURBINE BLADES. OTHER DMG WILL BE REPTD AFTER EXTENSIVE INSPN.,Small,Overcast,European starling,N,0,300,0,No
242348,Airplane,TETERBORO AIRPORT,< 1000 ft,LEARJET-35,11 to 100,85,Precautionary Landing,2006-08-25,Caused damage,2,BUSINESS,New Jersey,Climb,Rain,True,False,NO DMG TO AIRFRAME. 2 BENT STATOR VANES WITHIN #2 ENG.,Small,Overcast,European starling,N,0,250,0,No
246873,Airplane,GREATER ROCHESTER INTL,< 1000 ft,A-320,11 to 100,70,Precautionary Landing,2006-09-13,Caused damage,2,JETBLUE AIRWAYS,New York,Take-off run,Rain,True,False,"AT ROTATION DURING T/O, A/C HIT A FLOCK OF BIRDS. SEVERAL BIRDS, PLASTIC & GLASS FOUND ON RWY. PREC LDG AT JFK AT 0925. 1 HERRING GULL WAS FOUND IN THE L MAIN LDG GEAR. INGESTION REPTD. ENG WAS BORESCOPED AND NO DMG WAS FOUND. A/C WAS ON GROUND 3 HRS AT J",Medium,Some Cloud,Ring-billed gull,Y,0,0,0,No
247463,Airplane,ORLANDO INTL,< 1000 ft,A-320,11 to 100,34,Aborted Take-off,2006-12-25,Caused damage,2,UNITED AIRLINES,Florida,Take-off run,Rain,True,False,N# IS NOT CORRECT. ID BY WILDLF BIOL AT MCO.,Medium,Overcast,Ring-billed gull,Y,0,0,0,No
261159,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,MD-11,11 to 100,90,Precautionary Landing,2009-04-10,No damage,3,UPS AIRLINES,Kentucky,Climb,Rain,True,True,"ID BY SMITHSONIAN, FAA 3136. LARGE, TIGHT FLOCK OF MED SIZED BIRDS. NO VISIBLE OUTSIDE ENG DMG. BIRDS WERE INGESTED INTO CORE BY 1 AND 3 ENGS. ONE REPT SAID THE RADOME WAS EXTENSIVELY DAMAGED, LANDING LIGHT BROKEN, BUT AIRLINE SFTY OFFICE SAYS NO DMG.  EV",Small,Overcast,European starling,N,0,1000,0,No
262996,Airplane,SITKA ROCKY GUTIERREZ ARPT,< 1000 ft,ATR-72,11 to 100,75,Other,2009-08-17,No damage,2,EMPIRE AIRLINES,Alaska,Landing Roll,"Fog, Rain",True,False,"BIRDS HIT A/C IN TWO WAVES, THE FIRST CENTERED ON LEFT SIDE OF NOSE, THE SECOND CENTERED ON THE LEFT ENG. SITKA ARPT PERSONNEL RECOVERED 85 CARCASSES FROM THE RWY. ANOTHER 3 WERE FOUND IN AND AROUND THE #1 ENG OIL COLLER INLET. ONCE A/C WAS CLEANED, INSPN",Small,Overcast,Western sandpiper,N,3879,0,0,No
204682,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,MD-80,1,1,Other,2000-03-08,Caused damage,2,AMERICAN AIRLINES,California,Approach,Rain,False,False,AIRCRAFT TAKEN OUT OF SVC FOR BROKEN WINDOW SEAL REPAIR.,Medium,No Cloud,Unknown bird - medium,N,0,300,0,No
201273,Airplane,LIMA ALLEN COUNTY,< 1000 ft,LEARJET-25,1,1,Engine Shut Down,2000-05-19,Caused damage,2,BUSINESS,Ohio,Take-off run,Fog,False,False,FLT 77. #2 ENG FAILED. EXTENSIVE FOD DMG TO STAGES 1-8 COMPRESSOR AND STATORS. PILOT DECLARED EMERGENCY & MADE A PREC LDG AT WILLOW RUN ARPT IN DETROIT W/O INCIDENT,Medium,Overcast,Unknown bird - medium,N,151010,0,0,No
201977,Airplane,MERLE K (MUDHOLE) SMITH ARPT,< 1000 ft,C-402,1,1,Precautionary Landing,2000-05-22,Caused damage,2,BUSINESS,Alaska,Approach,Rain,False,False,"SAW 3 GEESE. BIRD STRUCK WINDSHLD IN CORDOVA AK, SIGNIF DAMAGE. PART OF THE BIRD CAME INTO THE COCKPIT AND THE REST WAS HANGING OUTSIDE. NO ONE WAS HURT. FLEW IN MECHANICS TO REPAIR.",Large,Overcast,Canada goose,N,7885,50,0,No
201943,Airplane,BURKE LAKEFRONT,< 1000 ft,LEARJET-35,1,1,Aborted Take-off,2000-05-23,No damage,2,BUSINESS,Ohio,Take-off run,Rain,False,False,"TAXIED TO RAMP, INSPCTD THEN TAXIED FOR T/O.",Medium,Overcast,Ring-billed gull,Y,0,0,0,No
202845,Airplane,PORT COLUMBUS INTL,< 1000 ft,B-737-200,1,1,Precautionary Landing,2000-05-27,No damage,2,DELTA AIR LINES,Ohio,Take-off run,Rain,False,False,BIRD INGESTED #2 ENG,Medium,Overcast,Unknown bird - medium,N,0,0,0,Yes
201064,Airplane,TACOMA NARROWS ARPT,< 1000 ft,C-182 SKYLAN,1,1,Aborted Take-off,2000-07-02,No damage,1,BUSINESS,Washington,Take-off run,Rain,False,False,BIRD WAS HIT AS POWER WAS APPLIED FOR T/O ROLL,Small,Overcast,Unknown bird - small,N,0,0,0,No
201300,Airplane,NORTH CENTRAL WEST VIRGINIA ARPT,< 1000 ft,EMB-120,1,1,Other,2000-07-16,Caused damage,2,ATLANTIC SOUTHEAST,West Virginia,Approach,Fog,False,False,"AT 10 FT ABOVE RWY, 3 DEER CROSSED IN FRONT OF A/C.  AT ABOUT 5 FT ABOVE RWY, GO AROUND WAS INITIATED BUT L GEAR STRUCK 1 OF THE DEER. ACCOMPLISHED GO AROUND TO PATTERN ALTITUDE AND COMPLETED AFTER T/O PROCEDURE. FLEW 2 CIRCUITS AROUND ARPT THEN DID A LOW",Large,No Cloud,White-tailed deer,N,0,5,0,No
202830,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,1,1,Precautionary Landing,2000-07-19,No damage,2,COMAIR AIRLINES,Kentucky,Climb,Rain,False,False,FLT 5981. HIT BIRDS AT ROTATION. RETD TO FIELD. NORMAL LDG. FLT WAS CANCELLED. BAD WEATHER ALSO A FACTOR.,Medium,Overcast,American crow,N,0,20,0,No
207761,Airplane,COLEMAN A YOUNG MUNICIPAL ARPT,< 1000 ft,HAWKER-SDLY HS125,1,1,Precautionary Landing,2000-10-24,Caused damage,2,BUSINESS,Michigan,Climb,Fog,False,False,BIRD HIT RHS FUSELAGE AND WENT THRU #2 ENG. COMPRESSOR STALLED BUT CONTD TO RUN. REDUCED POWER TO FLT IDLE. ENG INDICATIONS WITHIN NORMAL LIMITS. DECLARED EMERGENCY AND MADE UNEVENTFUL SINGLE ENG LDG AT DET. #2 FAN ASSEMBLY HAD 18 DAMAGED BLADES.,Medium,Overcast,Unknown bird - medium,N,112255,300,0,No
203542,Airplane,SHREVEPORT REGIONAL,< 1000 ft,SAAB-340,1,1,Aborted Take-off,2001-03-29,No damage,2,PINNACLE,Louisiana,Take-off run,Rain,False,False,POSSIBLE BIRD INGESTION ON T/O. MANY BIRDS IN AREA. NO OTHER EXPLANATION FOR 70% (MAJOR) TORQUE LOSS ON T/O ROLL. NO OBVIOUS SIGNS OF BIRD STRIKE. BIRDS WERE SML AND BLACK.  FLT 801.,Small,Overcast,Unknown bird - small,Y,0,0,0,No
205722,Airplane,ALLEGHENY COUNTY ARPT,< 1000 ft,CITATION X,1,1,Precautionary Landing,2001-07-29,No damage,2,BUSINESS,Pennsylvania,Take-off run,Rain,False,False,NO DMG.,Medium,Overcast,Unknown bird - medium,N,0,0,0,No
216141,Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-300,1,1,Other,2001-09-04,No damage,2,FRONTIER AIRLINES,Colorado,Approach,Fog,False,False,#1 ENG N1 DROPPED 10% ON FINAL. NO DAMAGE.,Large,No Cloud,Canada goose,N,0,1000,0,Yes
217654,Airplane,BURKE LAKEFRONT,< 1000 ft,LEARJET-35,1,1,Aborted Take-off,2001-12-13,No damage,2,BUSINESS,Ohio,Take-off run,Rain,False,False,"AFTER INSPN, A/C DEPTD ON ORIGINAL IFR FLT AT 2:10PM.",Medium,Overcast,Herring gull,Y,0,0,0,No
211989,Airplane,NEW ORLEANS INTL,< 1000 ft,A-319,1,1,Other,2002-03-01,Caused damage,2,AIR CANADA,Louisiana,Take-off run,Rain,False,False,"DATE REPTD AS MAR 1 AND 2.  AIRLINE CORRECTED REPORT TO SHOW STRIKE WAS ON THE FIRST. PILOT REPTD TO TWR NO DMG. BUT UPON ARRIVAL AT YYZ, TWR ADZ GEAR DID NOT APPEAR DOWN AND LOCKED.  FLIGHT OVERSHOT & MANUAL GEAR EXTENSION. UPLOCK SENSOR HAD BEEN KNOCKED",Small,Overcast,Common grackle,Y,0,0,0,No
214990,Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,C-560,1,1,Precautionary Landing,2002-04-11,No damage,2,BUSINESS,Minnesota,Climb,Fog,False,False,ATIS WARNING FOR MIGRATORY BIRDS,Small,Overcast,Unknown bird - small,Y,0,1100,0,No
209539,Airplane,MORRISTOWN MUNICIPAL ARPT,< 1000 ft,C-650,1,1,Aborted Take-off,2002-04-19,No damage,2,BUSINESS,New Jersey,Take-off run,Rain,False,False,NO DMG. DEPT AFTER INSPN,Large,Overcast,Wild turkey,Y,0,0,0,No
215236,Airplane,ATLANTIC CITY INTL,< 1000 ft,MD-80,1,1,Aborted Take-off,2002-07-25,No damage,2,SPIRIT AIRLINES,New Jersey,Take-off run,Rain,False,False,"NO DMG. # BIRDS HIT NOT REPTD, ASSUME 1.",Small,Overcast,Unknown bird - small,Y,0,0,0,No
217746,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,BE-300 KING,1,1,Aborted Take-off,2002-09-30,No damage,2,BUSINESS,Alabama,Take-off run,Fog,False,False,"ATIS WARNING. BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION.",Small,Overcast,Mourning dove,Y,0,0,0,No
216604,Airplane,MORRISTOWN MUNICIPAL ARPT,< 1000 ft,CITATION II,1,1,Aborted Take-off,2002-10-07,No damage,2,BUSINESS,New Jersey,Take-off run,Fog,True,False,"NO DMG. REMAINS WERE LEFT AT KMMU, NO WAY TO COLLECT AND MAIL TO SMITHSONIAN",Large,Overcast,Wild turkey,N,190,0,0,No
211425,Airplane,GROTON-NEW LONDON AR,< 1000 ft,BE-1900,1,1,Aborted Take-off,2002-11-13,No damage,2,AIR MIDWEST,Connecticut,Take-off run,Rain,False,False,BIRD HIT CO/P'S WINDOW. NO DMG.,Medium,Overcast,Herring gull,N,0,0,0,No
219348,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-300,1,1,Precautionary Landing,2003-01-14,Caused damage,2,SOUTHWEST AIRLINES,California,Climb,Fog,True,True,ID BY SMITHSONIAN FAA 397. AMERICAN PIPIT WAS ALSO INVOLVED. DAMAGE TO SWITCH ON GEAR FOR NOSE GEAR SAFE INDICATOR. ATIS WARNING PLUS CONTROLLER ADVISED CAUTION FOR BIRDS WHILE BREAKING THROUGH CEILING OF  400'. A/C  DIVERTED TO OAKLAND WITH NOSE GEAR EXT,Medium,Overcast,Red-tailed hawk,Y,0,10,0,Yes
215942,Airplane,SACRAMENTO INTL,> 1000 ft,B-737-300,1,1,Engine Shut Down,2003-01-17,Caused damage,2,SOUTHWEST AIRLINES,California,Climb,Fog,True,True,FAN BLADE DMG (38 BLADES) REQUIRED ENG CHANGE. CORE INGESTION. ID BY SMITHSONIAN FAA 421. AIRPORT REPTD AS SMF BY CAPT AND OAK/UNKN BY ENG MANU REPT.,Medium,Overcast,American wigeon,Y,0,1300,0,Yes
220186,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,EMB-135,1,1,Other,2003-05-09,Caused damage,2,AMERICAN EAGLE AIRLINES,New Jersey,Approach,Rain,True,False,BIRD BROKE OFF ANGLE OF ATTACK VANE.,Large,Overcast,Great black-backed gull,Y,0,30,0,No
220492,Airplane,ALLEGHENY COUNTY ARPT,< 1000 ft,LEARJET-36,1,1,Precautionary Landing,2003-08-06,No damage,2,BUSINESS,Pennsylvania,Take-off run,Fog,False,False,"BIRD REPTD AS DOVE, ASSUME MOURNING FROM LOCATION.",Small,Overcast,Mourning dove,N,0,0,0,No
233305,Airplane,PALM BEACH INTL,< 1000 ft,BE-1900,1,1,Aborted Take-off,2003-09-04,No damage,2,GULFSTREAM INTL AIRLINES,Florida,Take-off run,Rain,False,False,CLEANED IMPACT AREA. NO DMG. N# REPTD INCORRECTLY AS 87556.,Large,Overcast,Unknown bird - large,N,0,0,0,No
223266,Airplane,PETERSBURG JAMES A JOHNSON ARPT,< 1000 ft,B-737-200,1,1,Other,2003-09-14,Caused damage,2,ALASKA AIRLINES,Alaska,Landing Roll,Rain,True,False,"A/C REMAINED ON GROUND OVERNIGHT. FERRIED TO ANCHORAGE FOR REPAIRS. 50 PAX PUT ON OTHER FLTS. DENTED ABOUT 2"" ACROSS ON LE OF L WING NEAR TIP.",Large,Overcast,Bald eagle,N,0,0,0,Yes
224004,Airplane,GREATER PITTSBURGH,< 1000 ft,EMB-145,1,1,Precautionary Landing,2003-11-28,No damage,2,AMERICAN EAGLE AIRLINES,Pennsylvania,Climb,"Rain, Snow",False,False,RETD TO PIT FOR BIRDSTRIKE INSPN. NO DMG.,Small,Overcast,Unknown bird - small,N,0,500,0,No
223229,Airplane,PORTLAND INTL (OR),< 1000 ft,B-737-400,1,1,Aborted Take-off,2004-01-30,Caused damage,2,ALASKA AIRLINES,Oregon,Take-off run,Rain,True,True,BENT FAN BLADE DUE TO INGESTION. NO SEVERE ENOUGH TO REPLACE. ID BY SMITHSONIAN FAA 680.,Medium,Overcast,California gull,Y,0,0,0,Yes
227506,Airplane,PORTLAND-HILLSBORO ARPT,< 1000 ft,RAYTHEON 390,1,1,Aborted Take-off,2004-04-19,No damage,2,BUSINESS,Oregon,Take-off run,Rain,True,True,BIRD INGESTED THRU ENG BUT NO DMG. ID BY SMITHSONIAN FAA 716. RWY WET. WORMS ON RWY.  GULLS PRESENT ON RWY.,Medium,Overcast,Mallard,N,0,0,0,No
224587,Airplane,GREATER PITTSBURGH,< 1000 ft,B-737-300,1,1,Other,2004-06-14,Caused damage,2,US AIRWAYS*,Pennsylvania,Landing Roll,Rain,True,True,PILOT HEARD LOUD THUMP ON LDG. FOLLOWED BY LOSS OF STEERING. COULD NOT KEEP A/C ON RWY WITH DIFF BRAKING AND REVERSE. PULLED OFF RT SIDE RWY.OWL SEVERED FRONT MAIN GEAR CABLE. A/C WAS DEPLANED & REMOVED FROM BAY. STEERING CABLE WAS REPLACED.  2 NOSE & 2 R,Large,Overcast,Great horned owl,Y,24053,0,0,Yes
229885,Airplane,GREENVILLE DOWNTOWN ARPT,< 1000 ft,CITATION II,1,1,Other,2004-07-29,Caused damage,2,BUSINESS,South Carolina,Take-off run,Fog,False,False,"NO SMELL OF BIRD IN ENG. WE CONTD FLT. LOST ITT GAUGE OUT OF 11,000'. LATER FOUND TI PROBE WAS HIT AND INGESTED THRU ENG.",Medium,Overcast,Unknown bird - medium,N,318699,0,0,No
228366,Airplane,SOUTH BEND REGIONAL,< 1000 ft,BE-400 BJET,1,1,Precautionary Landing,2004-07-30,Caused damage,2,BUSINESS,Indiana,Climb,Rain,False,False,SUBSTANTIAL DMG TO L ENG. A/C RETD FOR EMERGENCY LDG. FOUND L P COMPRESSOR ROTOR DAMAGED. INSTALLED 4 EA NEW BLADES & BALANCED. WASHED ENG. BORESCOPED CORE. NO OTHER DMG.,Medium,Overcast,Unknown bird - medium,N,0,100,0,No
227839,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,CL-RJ100/200,1,1,Precautionary Landing,2004-09-08,No damage,2,INDEPENDENCE AIR,DC,Climb,Rain,False,False,ATIS WARNING. WENT THRU SML GROUP OF DOVE SIZE BIRDS. ABOUT 3 PASSED TO RT AND 3 TO LEFT. 1 HIT F/O WINDSCREEN IN CENTER. RETD TO ARPT. EMERGENCY  NOT DECLARED. REPORTS DIFFER ON ALT. ONE SHOWS 0 THE OTHER 700',Small,Overcast,Unknown bird - small,Y,0,700,0,No
225944,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,CITATION X,1,1,Other,2004-10-19,Caused damage,2,SWIFT AIR,New York,Climb,"Fog, Rain",False,False,"FOLLOWING ROTATION, A FLOCK OF GULLS (ABOUT 15-20) FLEW DIRECTLY THRU OUT FLT PATH. AS WE WERE FAIRLY SLOW, WE COULD ONLY MANEUVER SLIGHTLY TO AVOID THE BULK OF THE BIRDS AND ONLY TOOK 1 STRIKE. IT HIT THE LWR L PART OF RADOME. AS WE DID NOT HAVE ANY NOTI",Medium,Overcast,Ring-billed gull,Y,10223,30,0,No
233920,Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,CL-RJ100/200,1,1,Aborted Take-off,2004-10-29,No damage,2,PINNACLE,Minnesota,Take-off run,"Fog, Rain",True,False,BIRD HIT ON RWY 12L @ INTXN OF TWY G. HIT L SIDE NOSE. LEFT SMEAR. NO DMG. PILOT DID NOT SEE BIRDS UNTIL 1000 FT AWAY.,Medium,Overcast,Ring-billed gull,Y,0,0,0,No
231018,Airplane,WILLOW RUN ARPT,< 1000 ft,C-650,1,1,Precautionary Landing,2004-10-29,Caused damage,2,BUSINESS,Michigan,Take-off run,"Fog, Rain",True,False,HAWK WAS ON CENTERLINE. WE HIT IT AT V1 AND CONTD T/O. FLEW 27 MILES NORTH TO PTK AND LANDED W/O INCIDENT. HIT & BROKE L LDG LIGHT. TRIP WAS CANCELLED AND MX REPLACED ENTIRE LIGHT.,Medium,Overcast,Red-tailed hawk,Y,16236,0,0,No
229451,Airplane,HONOLULU INTL ARPT,< 1000 ft,B-737-200,1,1,Other,2005-02-11,No damage,2,ALOHA AIRLINES,Hawaii,Take-off run,Rain,False,False,SMELL OF BURNING FLESH AFTER T/O FROM AIR COND SYSTEM,Small,Overcast,Unknown bird - small,N,0,0,0,Yes
230912,Airplane,LAGUARDIA NY,> 1000 ft,EMB-145,1,1,Precautionary Landing,2005-03-21,Caused damage,2,AMERICAN EAGLE AIRLINES,New York,Climb,Rain,True,True,"CAPT STATED HE SAW ABOUT 10 GULLS, TRIED TO VEER AWAY AND HIT 1. MX FOUND BENT ICE DETECTOR. A/C WAS GROUNDED. ID BY SMITHSONIAN FAA 1036",Medium,Some Cloud,Mallard,N,0,1300,0,No
232640,Airplane,CHICAGO MIDWAY INTL ARPT,< 1000 ft,B-737-800,1,1,Aborted Take-off,2005-03-25,No damage,2,ATA AIRLINES,Illinois,Take-off run,"Fog, Rain, Snow",True,False,ATIS WARNING. DMG UNKN. RING BILLGULL ID FROM WS BIOL. PIGEON PART RECOVERED FROM A/C. GULL FOUND ON RWY. 88 MIN DELAY.,Small,Overcast,Rock pigeon,Y,0,0,0,Yes
227779,Airplane,BOISE AIR TERMINAL/GOWEN FIELD,< 1000 ft,DHC8 DASH 8,1,1,Aborted Take-off,2005-04-04,No damage,2,HORIZON AIR,Idaho,Take-off run,"Rain, Snow",False,False,NO DMG. THOROUGH INSPN BY MX.,Small,Overcast,American kestrel,N,0,0,0,No
232139,Airplane,VALLEY INTL,< 1000 ft,B-737-500,1,1,Precautionary Landing,2005-05-08,Caused damage,2,SOUTHWEST AIRLINES,Texas,Climb,Rain,True,False,LARGE HAWK OR VULTURE. FAN BLADE DAMAGE AND OTHER ENG DMG. FAN BLADES SHINGLED. REPLACED ENTIRE SET TO SAVE TIME. VIBRATION INCREASED BUT NO EMERG DELCARED.,Large,Overcast,Unknown bird - large,N,0,30,0,Yes
233080,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,1,1,Aborted Take-off,2005-05-24,No damage,2,PINNACLE,Michigan,Take-off run,Rain,False,False,PILOT STATED NO DMG. TO A/C. WAYNE COUNTY ARPT OPS ADVISED.,Small,Overcast,Unknown bird - small,Y,0,0,0,No
236271,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-737-200,1,1,Precautionary Landing,2005-07-17,No damage,2,DELTA AIR LINES,Kentucky,Take-off run,Rain,False,False,BIRD CAME FROM L SIDE OF RWY AND WAS INGESTED. ALL ENG INDICATIONS NORMAL.,Medium,Overcast,Unknown bird - medium,N,0,0,0,Yes
234531,Airplane,LAGUARDIA NY,< 1000 ft,DHC8 DASH 8,1,1,Other,2005-09-15,No damage,2,PIEDMONT AIRLINES,New York,Parked,Rain,False,False,A/C WAS HOLDING SHORT AT TWY G WHEN A SML YELLOW BIRD FLEW INTO #2 PROP. A/C TAXIED BACK TO GATE FOR INSN BY MX. NO EVIDENCE WAS SEEN ON THE ENG.,Small,Overcast,Unknown bird - small,N,0,0,0,No
234989,Airplane,INDIANAPOLIS INTL,< 1000 ft,B-737-300,1,1,Other,2005-09-25,No damage,2,UNITED AIRLINES,Indiana,Landing Roll,Rain,False,False,BIRD HIT JUST BELOW CAPT'S WINDOW AND DEFLECTED UP OVER FUSELAGE. FLT DELAYED 14 MINUTES. 2 MAN HRS FOR INPSN.,Small,Overcast,Killdeer,N,0,0,0,Yes
236297,Airplane,LOUISVILLE INTL ARPT,> 1000 ft,A-300,1,1,Other,2005-10-11,No damage,2,UPS AIRLINES,Kentucky,Approach,Fog,False,False,EVENT 6814. EFFECT CHECKED AS OTHER BUT NO DETAILS GIVEN.. 3 MILE FINAL.,Medium,Some Cloud,Unknown bird - medium,N,0,1500,0,No
